Time,online user,Ave response time
2022-08-17T18:54:30+04:30,5,43.97147365
2022-08-17T18:54:45+04:30,5,43.97147365
2022-08-17T18:55:00+04:30,5,34.3205622
2022-08-17T18:55:15+04:30,5,30.81247651
2022-08-17T18:55:30+04:30,5,30.81247651
2022-08-17T18:55:45+04:30,5,28.96830043
2022-08-17T18:56:00+04:30,5,28.00153798
2022-08-17T18:56:15+04:30,5,28.00153798
2022-08-17T18:56:30+04:30,5,27.23895607
2022-08-17T18:56:45+04:30,5,27.23895607
2022-08-17T18:57:00+04:30,5,26.67711324
2022-08-17T18:57:15+04:30,5,26.18737515
2022-08-17T18:57:30+04:30,5,26.18737515
2022-08-17T18:57:45+04:30,5,25.82561328
2022-08-17T18:58:00+04:30,5,25.59699404
2022-08-17T18:58:15+04:30,5,25.59699404
2022-08-17T18:58:30+04:30,5,25.39684696
2022-08-17T18:58:45+04:30,5,25.39684696
2022-08-17T18:59:00+04:30,5,25.28776539
2022-08-17T18:59:15+04:30,5,25.28776539
2022-08-17T18:59:30+04:30,5,25.28776539
2022-08-17T18:59:45+04:30,5,25.28776539
2022-08-17T19:00:00+04:30,15,34.29515533
2022-08-17T19:00:15+04:30,15,34.29515533
2022-08-17T19:00:30+04:30,15,34.29515533
2022-08-17T19:00:45+04:30,15,34.29515533
2022-08-17T19:01:00+04:30,15,34.29515533
2022-08-17T19:01:15+04:30,15,40.25616446
2022-08-17T19:01:30+04:30,15,40.25616446
2022-08-17T19:01:45+04:30,15,40.25616446
2022-08-17T19:02:00+04:30,15,40.25616446
2022-08-17T19:02:15+04:30,15,40.25616446
2022-08-17T19:02:30+04:30,15,44.49223107
2022-08-17T19:02:45+04:30,15,44.49223107
2022-08-17T19:03:00+04:30,15,44.49223107
2022-08-17T19:03:15+04:30,15,44.49223107
2022-08-17T19:03:30+04:30,15,47.39225092
2022-08-17T19:03:45+04:30,15,47.39225092
2022-08-17T19:04:00+04:30,15,47.39225092
2022-08-17T19:04:15+04:30,15,47.39225092
2022-08-17T19:04:30+04:30,15,47.39225092
2022-08-17T19:04:45+04:30,15,50.01664711
2022-08-17T19:05:00+04:30,15,50.01664711
2022-08-17T19:05:15+04:30,15,50.01664711
2022-08-17T19:05:30+04:30,15,50.01664711
2022-08-17T19:05:45+04:30,15,50.01664711
2022-08-17T19:06:00+04:30,15,50.01664711
2022-08-17T19:06:15+04:30,20,55.49199904
2022-08-17T19:06:30+04:30,20,55.49199904
2022-08-17T19:06:45+04:30,20,55.49199904
2022-08-17T19:07:00+04:30,20,55.49199904
2022-08-17T19:07:15+04:30,20,55.49199904
2022-08-17T19:07:30+04:30,20,55.49199904
2022-08-17T19:07:45+04:30,20,59.63334208
2022-08-17T19:08:00+04:30,20,59.63334208
2022-08-17T19:08:15+04:30,20,59.63334208
2022-08-17T19:08:30+04:30,20,59.63334208
2022-08-17T19:08:45+04:30,20,59.63334208
2022-08-17T19:09:00+04:30,20,59.63334208
2022-08-17T19:09:15+04:30,20,59.63334208
2022-08-17T19:09:30+04:30,20,62.65788346
2022-08-17T19:09:45+04:30,20,62.65788346
2022-08-17T19:10:00+04:30,20,62.65788346
2022-08-17T19:10:15+04:30,20,62.65788346
2022-08-17T19:10:30+04:30,20,62.65788346
2022-08-17T19:10:45+04:30,20,62.65788346
2022-08-17T19:11:00+04:30,20,65.47117876
2022-08-17T19:11:15+04:30,5,64.51762461
2022-08-17T19:11:30+04:30,5,64.51762461
2022-08-17T19:11:45+04:30,5,63.63405261
2022-08-17T19:12:00+04:30,5,62.76373916
2022-08-17T19:12:15+04:30,5,62.76373916
2022-08-17T19:12:30+04:30,5,61.94603316
2022-08-17T19:12:45+04:30,5,61.94603316
2022-08-17T19:13:00+04:30,5,61.1342417
2022-08-17T19:13:15+04:30,5,60.3640694
2022-08-17T19:13:30+04:30,5,60.3640694
2022-08-17T19:13:45+04:30,5,59.61893529
2022-08-17T19:14:00+04:30,5,58.90479493
2022-08-17T19:14:15+04:30,5,58.90479493
2022-08-17T19:14:30+04:30,5,58.22892489
2022-08-17T19:14:45+04:30,5,58.22892489
2022-08-17T19:15:00+04:30,5,57.57431494
2022-08-17T19:15:15+04:30,5,56.95077089
2022-08-17T19:15:30+04:30,5,56.3310769
2022-08-17T19:15:45+04:30,5,56.3310769
2022-08-17T19:16:00+04:30,5,55.72707715
2022-08-17T19:16:15+04:30,5,55.72707715
2022-08-17T19:16:30+04:30,5,55.72707715
2022-08-17T19:16:45+04:30,10,55.39534964
2022-08-17T19:17:00+04:30,10,55.39534964
2022-08-17T19:17:15+04:30,10,55.39534964
2022-08-17T19:17:30+04:30,10,55.07387125
2022-08-17T19:17:45+04:30,10,55.07387125
2022-08-17T19:18:00+04:30,10,55.07387125
2022-08-17T19:18:15+04:30,10,55.07387125
2022-08-17T19:18:30+04:30,10,54.80629048
2022-08-17T19:18:45+04:30,10,54.80629048
2022-08-17T19:19:00+04:30,10,54.52794907
2022-08-17T19:19:15+04:30,10,54.52794907
2022-08-17T19:19:30+04:30,10,54.52794907
2022-08-17T19:19:45+04:30,10,54.52794907
2022-08-17T19:20:00+04:30,10,54.33597419
2022-08-17T19:20:15+04:30,10,54.33597419
2022-08-17T19:20:30+04:30,10,54.33597419
2022-08-17T19:20:45+04:30,10,54.13270669
2022-08-17T19:21:00+04:30,10,54.13270669
2022-08-17T19:21:15+04:30,10,54.13270669
2022-08-17T19:21:30+04:30,10,53.88312166
2022-08-17T19:21:45+04:30,10,53.88312166
2022-08-17T19:22:00+04:30,5,53.45403497
2022-08-17T19:22:15+04:30,5,53.04022997
2022-08-17T19:22:30+04:30,5,53.04022997
2022-08-17T19:22:45+04:30,5,52.64225732
2022-08-17T19:23:00+04:30,5,52.2504035
2022-08-17T19:23:15+04:30,5,52.2504035
2022-08-17T19:23:30+04:30,5,51.86823747
2022-08-17T19:23:45+04:30,5,51.86823747
2022-08-17T19:24:00+04:30,5,51.4937941
2022-08-17T19:24:15+04:30,5,51.13381905
2022-08-17T19:24:30+04:30,5,50.77009471
